CustomerID,FirstName,LastName,PhoneNumber,Email,Age,Town,County,Region,SignupDate,CustomerSegment,MarketingOptIn
C00200,Faith,Sang,0110426553,faith.sang6@gmail.com,36.0,Migori,Migori,Nyanza,2023-09-26,Loyal,YES
C00201,Cherono,Nyambura,+254759429032,cherono.nyambura7@outlook.com,24.0,Eldoret,Uasin Gishu,Rift Valley,2023-07-17,Regular,Yes
C00202,Nyokabi,Njuguna,0759 363 166,nyokabi.njuguna8@gmail.com,19.0,Migori,Migori,Nyanza,2025-04-17,Loyal,No
C00203,Stephen,Muriithi,254768949527,stephen.muriithi9@gmail.com,18.0,Mombasa,Mombasa,Coast,2025-02-07,VIP,y
C00204,Victor,Rono,0710433381 ,victor.rono10@outlook.com,25.0,Kisumu,Kisumu,Nyanza,2024-05-02,Regular,Yes
C00205,Faith,Mwangi,0110475395,faith.mwangi11@gmail.com,51.0,Kilifi,Kilifi,Coast,2023-05-29,New,No
C00206,Naliaka,Nyaga,+254722310289,naliaka.nyaga12@gmail.com,36.0,Kericho,Kericho,Rift Valley,2022-05-25,Regular,Yes
C00207,George,Nyaga,0710 796 497,george.nyaga13@outlook.com,39.0,Eldoret,Uasin Gishu,Rift Valley,2022-09-03,Regular,y
C00208,Collins,Kones,254701516503,collins.kones14@gmail.com,,Ruiru,Kiambu,Nairobi Metro,2022-06-22,New,No
C00209,Dennis,Kariuki,0745586921 ,dennis.kariuki15@gmail.com,29.0,Karen,Nairobi,Nairobi Metro,2025-05-13,Loyal,No
C00210,Muthoni,Muriithi,0701755284,muthoni.muriithi16@outlook.com,20.0,Ruiru,Kiambu,Nairobi Metro,2024-12-13,Loyal,No
C00211,George,Mohamed,+254790698674,george.mohamed17@gmail.com,34.0,Kakamega,Kakamega,Western,2023-01-23,Regular,Yes
C00212,Hassan,Kamau,,hassan.kamau18@gmail.com,,Eldoret,Uasin Gishu,Rift Valley,2024-12-21,Regular,YES
C00213,Abdi,Kariuki,254701637259,abdi.kariuki19@outlook.com,49.0,Narok,Narok,Rift Valley,2025-01-12,Regular,Yes
C00214,Yusuf,Mwenda,0790557105 ,yusuf.mwenda20@gmail.com,31.0,Embu,Embu,Eastern,2022-07-01,New,No
C00215,Grace,Wanjiru,0790736124,grace.wanjiru21@gmail.com,22.0,Nyeri,Nyeri,Central,2022-04-22,Loyal,No
C00216,Stephen,Kariuki,+254700496940,stephen.kariuki22@outlook.com,32.0,Kakamega,Kakamega,Western,2024-01-29,Regular,Yes
C00217,Dennis,Odhiambo,0722 448 777,dennis.odhiambo23@gmail.com,43.0,Kericho,Kericho,Rift Valley,2023-02-04,Regular,Yes
C00218,Peter,Abdullahi,254733945789,peter.abdullahi24@gmail.com,50.0,Eldoret,Uasin Gishu,Rift Valley,2025-04-01,New,No
C00219,James,Wekesa,0701500480 ,james.wekesa25@outlook.com,20.0,Busia,Busia,Western,2024-04-21,Regular,Yes
C00220,Michael,Cherono,0710414227,michael.cherono26@gmail.com,25.0,Karen,Nairobi,Nairobi Metro,2023-10-16,Regular,Yes
C00221,Daniel,Onyango,+254768915874,daniel.onyango27@gmail.com,29.0,Kisumu,Kisumu,Nyanza,2025-07-11,Loyal,Yes
C00222,Njeri,Cherono,0790 135 282,njeri.cherono28@outlook.com,26.0,Bungoma,Bungoma,Western,2024-05-27,VIP,Yes
C00223,Collins,Auma,254110527440,collins.auma29@gmail.com,18.0,Ol Kalou,Nyandarua,Central,2022-05-13,Regular, No
C00224,David,Mohamed,0722331011 ,david.mohamed30@gmail.com,18.0,Nairobi CBD,Nairobi,Nairobi Metro,2024-06-11,Loyal,yes
C00225,Daniel,Muriithi,0700646778,daniel.muriithi31@outlook.com,51.0,Nairobi CBD,Nairobi,Nairobi Metro,2023-08-18,Regular,y
C00226,John,Wafula,+254759545321,john.wafula32@gmail.com,49.0,Murang'a,Murang'a,Central,2023-07-21,New,Yes
C00227,James,Onyango,0745 713 590,james.onyango33@gmail.com,50.0,Kisumu,Kisumu,Nyanza,2022-11-19,VIP,n
C00228,Stephen,Mutua,254733384088,stephen.mutua34@outlook.com,18.0,Ol Kalou,Nyandarua,Central,2022-11-06,Regular,Y 
C00229,Faith,Ali,0700992188 ,faith.ali35@gmail.com,46.0,Thika,Kiambu,Nairobi Metro,2023-07-02,Loyal,Yes
C00230,Abdi,Muriithi,0768708601,abdi.muriithi36@gmail.com,18.0,Kilifi,Kilifi,Coast,2023-11-27,Regular,Y 
C00231,Kerubo,Ali,+254110898440,kerubo.ali37@outlook.com,38.0,Karen,nairobi,Nairobi Metro,2022-08-23,Regular,n
C00232,Omar,Achieng,0733 714 802,omar.achieng38@gmail.com,27.0,Nyeri,Nyeri,Central,2022-04-03,New,No
C00233,Emmanuel,Kones,254745878323,emmanuel.kones39@gmail.com,23.0,Thika,Kiambu,Nairobi Metro,2025-04-16,Regular,No
C00234,David,Sang,0745877770 ,david.sang40@outlook.com,42.0,Eldoret,Uasin Gishu,Rift Valley,2023-04-13,Regular,Yes
C00235,Felix,Chebet,0745604665,felix.chebet41@gmail.com,23.0,Nairobi CBD,Nairobi,Nairobi Metro,2022-06-28,Loyal,No
C00236,Chebet,Njoroge,+254768695085,chebet.njoroge42@gmail.com,28.0,Eldoret,Uasin Gishu,Rift Valley,2023-12-07,New,No
C00237,Samuel,Wafula,0110 878 109,samuel.wafula43@outlook.com,38.0,Ukunda,Kwale,Coast,2024-06-13,Regular,Yes
C00238,Amina,Wanjiru,254733745608,amina.wanjiru44@gmail.com,40.0,Embu,Embu,Eastern,2022-08-22,Regular,Yes
C00239,Nafula,Cherono,0733545920 ,nafula.cherono45@gmail.com,51.0,Kisumu,Kisumu,Nyanza,2022-03-23,New,Yes
C00240,Abdi,Mwenda,0700426297,abdi.mwenda46@outlook.com,37.0,Nakuru,Nakuru,Rift Valley,2023-03-16,Loyal,Yes
C00241,Amina,Kamau,+254722896738,amina.kamau47@gmail.com,31.0,Kisumu,Kisumu,Nyanza,2024-11-16,Regular,Yes
C00242,Njeri,Gitau,0110 299 406,njeri.gitau48@gmail.com,46.0,Kilifi,Kilifi,Coast,2025-02-12,Loyal,YES
C00243,Abdi,Adhiambo,254759987159,abdi.adhiambo49@outlook.com,39.0,Ol Kalou,Nyandarua,Central,2022-02-01,Loyal,NO
C00244,Victor,Muriithi,0700818524 ,victor.muriithi50@gmail.com,18.0,Kisumu,Kisumu,Nyanza,2025-07-13,Loyal,No
C00245,Peter  ,Abdullahi,0722627810,peter.abdullahi51@gmail.com,48.0,Nairobi CBD,Nairobi,Nairobi Metro,2023-08-23,New,No
C00246,Wanjiku,Kamau,+254700848537,wanjiku.kamau52@outlook.com,28.0,Eldoret,Uasin Gishu,Rift Valley,2024-08-17,New,Yes
C00247,Mercy,Mwangi,0110 318 517,mercy.mwangi53@gmail.com,22.0,Migori,Migori,Nyanza,2023-08-26,VIP,No
C00248,Michael,Nyambura,254701709503,michael.nyambura54@gmail.com,18.0,Embu,Embu,Eastern,2022-03-01,New,Yes
C00249,Nafula,Kilonzo,0790454908 ,nafula.kilonzo55@outlook.com,50.0,Kericho,Kericho,Rift Valley,2024-12-18,New,yes
C00250,Samuel,Maina,,samuel.maina56@gmail.com,50.0,Ukunda,Kwale,Coast,2024-02-07,New,No
C00251,Nyokabi,Kariuki,+254722569631,nyokabi.kariuki57@gmail.com,46.0,Karen,Nairobi,Nairobi Metro,2025-01-16,Regular,No
C00252,Wairimu,Hassan,0710 784 648,wairimu.hassan58@outlook.com,26.0,Mombasa,Mombasa,Coast,2024-08-05,Regular,Yes
C00253,Peter,Mwangi,254722794574,peter.mwangi59@gmail.com,20.0,Kisumu,Kisumu,Nyanza,2023-05-09,Regular,YES
C00254,Zainab,Chebet,0768358371 ,zainab.chebet60@gmail.com,25.0,Nakuru,Nakuru,Rift Valley,2022-06-09,Regular,Yes
C00255,Kelvin,Kiptoo,0710230365,kelvin.kiptoo61@outlook.com,42.0,Thika,Kiambu,Nairobi Metro,2024-03-15,Regular,y
C00256,Hassan,Onyango,+254759512527,hassan.onyango62@gmail.com,33.0,Murang'a,Murang'a,Central,2023-09-24,Loyal,No
C00257,David,Mwangi,0700 891 421,david.mwangi63@gmail.com,41.0,Ol Kalou,Nyandarua,Central,2024-11-20,Regular,No
C00258,Fatuma,Kilonzo,254110329011,fatuma.kilonzo64@outlook.com,18.0,Thika,Kiambu,Nairobi Metro,2023-04-10,New,Yes
C00259,Fatuma,Rono,0110882180 ,fatuma.rono65@gmail.com,18.0,Migori,Migori,Nyanza,2022-01-26,Regular,y
C00260,Nafula,Abdullahi,0722676977,nafula.abdullahi66@gmail.com,40.0,Nyeri,Nyeri,Central,2022-04-24,Loyal,Yes
C00261,James,Mwangi,,james.mwangi67@outlook.com,25.0,Embu,Embu,Eastern,2022-12-15,Regular,Yes
C00262,Mercy,Hussein,0700 689 598,mercy.hussein68@gmail.com,35.0,Kakamega,Kakamega,Western,2023-01-26,Regular,Yes
C00263,Adhiambo,Wafula,254722508902,adhiambo.wafula69@gmail.com,21.0,Bungoma,Bungoma,Western,2024-07-08,Loyal,No
C00264,James,Wanjiru,0701619176 ,james.wanjiru70@outlook.com,22.0,Westlands,Nairobi,Nairobi Metro,2024-04-07,New,Yes
C00265,Brian,Kimani,0710584899,brian.kimani71@gmail.com,5.0,Kilifi,Kilifi,Coast,2023-11-05,New,No
C00266,Paul,Kimani,+254790493699,paul.kimani72@gmail.com,22.0,Eldoret,Uasin Gishu,Rift Valley,2024-06-22,New,Yes
C00267,Anthony,Mohamed,0759 364 481,anthony.mohamed73@outlook.com,23.0,Migori,Migori,Nyanza,2022-01-17,VIP,Yes
C00268,Wanjiku,Wafula,254790148066,wanjiku.wafula74@gmail.com,21.0,Kakamega,Kakamega,Western,2023-07-27,Loyal,Yes
C00269,Nyokabi,Kiptoo,0733933545 ,nyokabi.kiptoo75@gmail.com,28.0,Thika,Kiambu,Nairobi Metro,2023-06-28,Regular,No
C00270,Abdi,Wanjiru,0768783727,abdi.wanjiru76@outlook.com,35.0,Kisumu,Kisumu,Nyanza,2023-06-18,Regular,Yes
C00271,Zainab,Hussein,+254700728272,zainab.hussein77@gmail.com,36.0,Westlands,Nairobi,Nairobi Metro,2023-10-31,Loyal,No
C00272,Stephen,Adhiambo,0768 121 192,stephen.adhiambo78@gmail.com,30.0,Kericho,Kericho,Rift Valley,2022-03-15,New,No
C00273,Grace,Rono,254710132536,grace.rono79@outlook.com,28.0,Meru,Meru,Eastern,2022-10-23,New,Yes
C00274,Samuel,Achieng,0733855724 ,samuel.achieng80@gmail.com,22.0,Kisumu,Kisumu,Nyanza,2024-04-26,New,yes
C00275,Samuel,Kamau,0701161255,samuel.kamau81@gmail.com,26.0,Narok,Narok,Rift Valley,2025-02-20,New,y
C00276,Chebet,Cherono,+254700183543,chebet.cherono82@outlook.com,49.0,Ol Kalou,Nyandarua,Central,2022-10-03,Regular,Yes
C00277,Akinyi,Adhiambo,0790 424 343,akinyi.adhiambo83@gmail.com,18.0,Mombasa,Mombasa,Coast,2024-10-12,Regular,Y 
C00278,David,Gitau,254722465154,david.gitau84@gmail.com,27.0,Narok,narok,Rift Valley,2022-03-08,New,Yes
C00279,Grace,Mohamed,0700580664 ,grace.mohamed85@outlook.com,18.0,Meru,Meru,Eastern,2022-11-19,Loyal,Yes
C00280,James,Cherono,0722381287,james.cherono86@gmail.com,21.0,Ruiru,Kiambu,Nairobi Metro,2024-07-17,New,Y 
C00281,Amina,Kimani,+254710842182,amina.kimani87@gmail.com,22.0,Murang'a,Murang'a,Central,2024-05-26,VIP,Yes
C00282,Amina,Mwenda,0722 474 141,amina.mwenda88@outlook.com,46.0,Kericho,Kericho,Rift Valley,2024-05-16,New,Yes
C00283,Stephen,Barasa,254110208335,stephen.barasa89@gmail.com,44.0,Kisii,Kisii,Nyanza,2022-09-24,Regular,No
C00284,Wambui,Sang,0790468509 ,wambui.sang90@gmail.com,46.0,Kilifi,Kilifi,Coast,2025-01-23,Regular,n
C00285,Collins,Hassan,0790581936,collins.hassan91@outlook.com,33.0,Migori,Migori,Nyanza,2022-05-14,Regular,No
C00286,Omar,Mwangi,+254700844833,omar.mwangi92@gmail.com,40.0,Meru,meru,Eastern,2025-02-09,New,Yes
C00287,Muthoni,Wekesa,0110 326 158,muthoni.wekesa93@gmail.com,31.0,Ukunda,Kwale,Coast,2022-03-24,VIP,Yes
C00288,Nyokabi,Auma,254759112321,nyokabi.auma94@outlook.com,40.0,Ukunda,Kwale,Coast,2023-12-08,Regular,No
C00289,Wanjiku,Kiptoo,0110459216 ,wanjiku.kiptoo95@gmail.com,40.0,Eldoret,Uasin Gishu,Rift Valley,2024-06-12,Regular,Yes
C00290,James,Chebet,0700862504,james.chebet96@gmail.com,57.0,Murang'a,Murang'a,Central,2022-10-02,VIP,Yes
C00291,Faith,Odhiambo,+254701878545,faith.odhiambo0@outlook.com,21.0,Nakuru,Nakuru,Rift Valley,2025-03-16,VIP,n
C00292,Wanjiku,Mutua,0745 698 313,wanjiku.mutua1@gmail.com,45.0,Karen,Nairobi,Nairobi Metro,2022-03-13,New,Yes
C00293,Njeri,Otieno,254700686599,njeri.otieno2@gmail.com,23.0,Karen,Nairobi,Nairobi Metro,2025-04-09,Regular,Yes
C00294,Kevin,Kariuki,0700990501 ,kevin.kariuki3@outlook.com,25.0,Westlands,Nairobi,Nairobi Metro,2023-03-08,New,No
C00295,Omar,Kiptoo,0700662122,omar.kiptoo4@gmail.com,41.0,Ruiru,Kiambu,Nairobi Metro,2022-01-09,Regular,No
C00296,Dennis,Muriithi,+254722851100,dennis.muriithi5@gmail.com,48.0,Karen,Nairobi,Nairobi Metro,2022-01-12,New,Y 
C00297,Emmanuel,Kiptoo,0759 157 918,emmanuel.kiptoo6@outlook.com,34.0,Ruiru,Kiambu,Nairobi Metro,2024-06-20,Regular,Yes
C00298,Kelvin,Njuguna,254722258155,kelvin.njuguna7@gmail.com,34.0,Mombasa,Mombasa,Coast,2023-05-30,Loyal,Yes
C00299,Achieng,Odhiambo,0700380200 ,achieng.odhiambo8@gmail.com,37.0,Narok,Narok,Rift Valley,2024-06-20,Regular,No
C00300,Kevin,Njoroge,0733407314,kevin.njoroge9@outlook.com,22.0,Eldoret,Uasin Gishu,Rift Valley,2022-07-11,Regular,Yes
C00301,Collins,Achieng,+254710867639,collins.achieng10@gmail.com,44.0,Mombasa,mombasa,Coast,2024-11-17,New,No
C00302,Kelvin,Auma,0733 977 546,kelvin.auma11@gmail.com,20.0,Murang'a,Murang'a,Central,2022-01-07,Loyal,Yes
C00303,Daniel,Barasa,254759556087,daniel.barasa12@outlook.com,41.0,Ol Kalou,Nyandarua,Central,2023-11-10,New,No
C00304,David,Otieno,0745800601 ,david.otieno13@gmail.com,18.0,Kericho,Kericho,Rift Valley,2022-06-25,New,Yes
C00305,David  ,Gitau,0700744926,david.gitau14@gmail.com,35.0,Bungoma,Bungoma,Western,2023-01-15,Loyal,Yes
C00306,Zainab,Muriithi,+254745516557,zainab.muriithi15@outlook.com,45.0,Migori,Migori,Nyanza,2022-06-19,Loyal,NO
C00307,Habiba,Mohamed,0768 139 517,habiba.mohamed16@gmail.com,36.0,Kericho,Kericho,Rift Valley,2024-10-13,Regular,No
C00308,Joseph,Otieno,,joseph.otieno17@gmail.com,36.0,Nakuru,Nakuru,Rift Valley,2024-10-10,Regular,No
C00309,Faith,Adhiambo,0790329452 ,faith.adhiambo18@outlook.com,45.0,Busia,Busia,Western,2023-11-29,New,Yes
C00310,Habiba,Achieng,0745949850,habiba.achieng19@gmail.com,33.0,Embu,Embu,Eastern,2022-10-04,Regular,No
C00311,Collins,Wanjiru,+254790573197,collins.wanjiru20@gmail.com,28.0,Westlands,Nairobi,Nairobi Metro,2023-07-17,Loyal,yes
C00312,Felix,Auma,0701 840 222,,39.0,Kakamega,Kakamega,Western,2025-04-25,Regular,y
C00313,Felix,Gitau,254710388876,felix.gitau22@gmail.com,19.0,Kericho,Kericho,Rift Valley,2024-10-17,Loyal,Yes
C00314,Muthoni,Mwangi,0790105154 ,muthoni.mwangi23@gmail.com,44.0,Nakuru,Nakuru,Rift Valley,2023-09-27,New,Yes
C00315,John,Gitau,0700652371,john.gitau24@outlook.com,44.0,Narok,Narok,Rift Valley,2024-09-22,Regular,Yes
C00316,Brian,Kilonzo,+254768778044,brian.kilonzo25@gmail.com,42.0,Kilifi,Kilifi,Coast,2022-09-11,Regular,Yes
C00317,Kelvin,Abdullahi,0710 309 201,kelvin.abdullahi26@gmail.com,35.0,Embu,Embu,Eastern,2023-12-26,Loyal,No
C00318,Naliaka,Kilonzo,254790178110,naliaka.kilonzo27@outlook.com,31.0,Kakamega,Kakamega,Western,2024-05-31,VIP,No
C00319,David,Mutua,0733852918 ,david.mutua28@gmail.com,55.0,Westlands,Nairobi,Nairobi Metro,2024-03-30,Loyal,No
C00320,Achieng,Wekesa,0768925135,achieng.wekesa29@gmail.com,56.0,Kakamega,Kakamega,Western,2024-01-29,Regular,Yes
C00321,James,Odhiambo,+254701991688,james.odhiambo30@outlook.com,36.0,Kericho,Kericho,Rift Valley,2024-01-14,Regular,NO
C00322,Naliaka,Achieng,0745 931 405,naliaka.achieng31@gmail.com,36.0,Murang'a,Murang'a,Central,2025-06-30,New,Yes
C00323,Michael,Achieng,254759625388,michael.achieng32@gmail.com,18.0,Narok,Narok,Rift Valley,2024-09-04,Regular,Yes
C00324,Adhiambo,Njoroge,0759362013 ,adhiambo.njoroge33@outlook.com,49.0,Murang'a,murang'a,Central,2024-05-01,Regular,Yes
C00325,Fatuma,Otieno,0745709349,fatuma.otieno34@gmail.com,27.0,Meru,Meru,Eastern,2024-12-05,New,No
C00326,Achieng,Nyambura,+254733892062,achieng.nyambura35@gmail.com,32.0,Bungoma,Bungoma,Western,2024-02-13,Loyal,No
C00327,Muthoni,Hussein,0790 327 955,muthoni.hussein36@outlook.com,29.0,Kisii,Kisii,Nyanza,2024-04-05,Regular,Yes
C00328,James,Sang,254722924493,james.sang37@gmail.com,26.0,Machakos,Machakos,Eastern,2023-02-07,New,No
C00329,Cherono,Kariuki,0790115069 ,cherono.kariuki38@gmail.com,47.0,Machakos,Machakos,Eastern,2023-02-02,Regular,n
C00330,Anthony,Kamau,0745767288,anthony.kamau39@outlook.com,32.0,Thika,Kiambu,Nairobi Metro,2022-12-16,New,No
C00331,Moraa,Mwenda,,moraa.mwenda40@gmail.com,32.0,Eldoret,Uasin Gishu,Rift Valley,2025-03-31,Loyal,Yes
C00332,Njeri,Rono,0790 258 749,njeri.rono41@gmail.com,52.0,Eldoret,Uasin Gishu,Rift Valley,2025-01-21,Regular,Yes
C00333,Amina,Mwenda,254710866194,amina.mwenda42@outlook.com,46.0,Nyeri,Nyeri,Central,2023-05-10,New,No
C00334,Cherono,Rono,0733977731 ,cherono.rono43@gmail.com,31.0,Kisii,Kisii,Nyanza,2022-05-23,Loyal,No
C00335,Moraa,Wekesa,0710226693,moraa.wekesa44@gmail.com,24.0,Nyeri,Nyeri,Central,2023-08-01,Loyal,No
C00336,Chebet,Nyaga,+254722638919,chebet.nyaga45@outlook.com,28.0,Kakamega,Kakamega,Western,2025-03-07,Regular,yes
C00337,Victor,Kimani,0733 899 022,victor.kimani46@gmail.com,21.0,Thika,Kiambu,Nairobi Metro,2024-12-16,New,YES
C00338,Nyokabi,Chebet,254710950977,nyokabi.chebet47@gmail.com,30.0,Ruiru,Kiambu,Nairobi Metro,2025-04-29,New,Y 
C00339,Wambui,Mwenda,0110312136 ,wambui.mwenda48@outlook.com,31.0,Machakos,Machakos,Eastern,2024-07-03,Loyal,No
C00340,Nafula,Kilonzo,0710209882,nafula.kilonzo49@gmail.com,50.0,Mombasa,Mombasa,Coast,2023-08-02,New,Yes
C00341,Wambui,Mwenda,+254722547726,wambui.mwenda50@gmail.com,25.0,Nakuru,Nakuru,Rift Valley,2025-05-09,Loyal,No
C00342,David,Achieng,0710 663 819,david.achieng51@outlook.com,19.0,Kakamega,Kakamega,Western,2023-09-10,Regular,Yes
C00343,Hassan,Achieng,254722634743,hassan.achieng52@gmail.com,39.0,Eldoret,Uasin Gishu,Rift Valley,2024-10-14,Regular,No
C00344,Stephen,Chebet,0710444026 ,stephen.chebet53@gmail.com,52.0,Westlands,Nairobi,Nairobi Metro,2023-09-07,VIP,Y 
C00345,Nyokabi,Nyambura,0759184715,nyokabi.nyambura54@outlook.com,40.0,Karen,Nairobi,Nairobi Metro,2024-11-29,Regular,No
C00346,Akinyi,Kimani,+254701420849,akinyi.kimani55@gmail.com,32.0,Thika,Kiambu,Nairobi Metro,2024-11-22,New,Yes
C00347,Abdi,Achieng,0733 477 075,abdi.achieng56@gmail.com,,Kisumu,Kisumu,Nyanza,2022-12-08,Loyal,No
C00348,Achieng,Sang,254768381674,achieng.sang57@outlook.com,19.0,Nairobi CBD,Nairobi,Nairobi Metro,2023-06-06,Regular,Y 
C00349,Kevin,Mwangi,0759989394 ,kevin.mwangi58@gmail.com,31.0,Meru,Meru,Eastern,2023-06-07,Loyal,No
C00350,Muthoni,Wekesa,0790603245,muthoni.wekesa59@gmail.com,18.0,Ol Kalou,Nyandarua,Central,2025-03-04,Regular,Yes
C00351,Abdi,Gitau,+254768326525,abdi.gitau60@outlook.com,32.0,Embu,Embu,Eastern,2023-02-25,Loyal,No
C00352,Faith,Chebet,0733 117 114,faith.chebet61@gmail.com,47.0,Nyeri,Nyeri,Central,2024-01-25,New,No
C00353,Anthony,Kones,254700119047,anthony.kones62@gmail.com,21.0,Thika,Kiambu,Nairobi Metro,2023-02-12,Loyal,Yes
C00354,Amina,Njuguna,0759681124 ,amina.njuguna63@outlook.com,26.0,Kericho,Kericho,Rift Valley,2024-05-12,New,No
C00355,Omar,Maina,0722117586,omar.maina64@gmail.com,18.0,Mombasa,Mombasa,Coast,2023-10-13,Regular,y
C00356,Hassan,Wekesa,+254710728644,hassan.wekesa65@gmail.com,36.0,Busia,Busia,Western,2022-08-20,New,Yes
C00357,Fatuma,Odhiambo,0768 892 898,fatuma.odhiambo66@outlook.com,34.0,Kisii,Kisii,Nyanza,2022-05-29,New,Y 
C00358,Muthoni,Mwenda,254733450868,muthoni.mwenda67@gmail.com,34.0,Migori,Migori,Nyanza,2025-01-02,New,Yes
C00359,Abdi,Achieng,0759290036 ,abdi.achieng68@gmail.com,26.0,Ruiru,Kiambu,Nairobi Metro,2025-04-28,New,Yes
C00360,Wambui,Kones,0710753226,wambui.kones69@outlook.com,38.0,Embu,Embu,Eastern,2022-05-18,Loyal,Yes
C00361,David,Adhiambo,+254768657455,david.adhiambo70@gmail.com,53.0,Nyeri,Nyeri,Central,2024-03-20,Loyal,YES
C00362,Cherono,Otieno,0110 860 463,cherono.otieno71@gmail.com,38.0,Narok,Narok,Rift Valley,2022-09-22,Loyal,No
C00363,Paul,Ali,254710386167,paul.ali72@outlook.com,29.0,Migori,Migori,Nyanza,2024-06-18,New,Yes
C00364,Fatuma,Mwenda,0700553507 ,fatuma.mwenda73@gmail.com,34.0,KISII,Kisii,Nyanza,2022-05-12,VIP,Yes
C00365,Stephen,Abdullahi,0701521130,stephen.abdullahi74@gmail.com,18.0,Machakos,Machakos,Eastern,2022-03-27,New,No
C00366,Kevin,Cherono,+254790620276,kevin.cherono75@outlook.com,28.0,Migori,Migori,Nyanza,2022-11-04,Regular,NO
C00367,Achieng,Mutua,0722 872 109,achieng.mutua76@gmail.com,22.0,Mombasa,Mombasa,Coast,2023-03-06,Regular,Yes
C00368,Nafula,Kilonzo,254701122566,nafula.kilonzo77@gmail.com,26.0,Kisumu,Kisumu,Nyanza,2025-02-06,New,n
C00369,Felix,Nyaga,0790858857 ,felix.nyaga78@outlook.com,41.0,Bungoma,Bungoma,Western,2024-07-20,Loyal,Yes
C00370,Achieng,Hassan,0790876687,achieng.hassan79@gmail.com,31.0,Karen,Nairobi,Nairobi Metro,2022-07-22,Regular,Yes
C00371,Faith,Muriithi,+254790250903,faith.muriithi80@gmail.com,39.0,Thika,Kiambu,Nairobi Metro,2022-07-15,Regular,Yes
C00372,Chebet,Maina,0768 726 391,chebet.maina81@outlook.com,29.0,Eldoret,Uasin Gishu,Rift Valley,2025-06-05,Regular,Yes
C00373,Achieng,Wafula,254759897260,achieng.wafula82@gmail.com,21.0,Ruiru,Kiambu,Nairobi Metro,2024-09-06,Regular,No
C00374,Victor,Odhiambo,,victor.odhiambo83@gmail.com,,Meru,Meru,Eastern,2023-10-17,Regular,Yes
C00375,Michael  ,Wanjiru,0733570070,michael.wanjiru84@outlook.com,38.0,Kakamega,Kakamega,Western,2025-07-08,Loyal,Yes
C00376,Akinyi,Sang,+254759759776,akinyi.sang85@gmail.com,24.0,Murang'a,Murang'a,Central,2023-09-17,New,No
C00377,Mercy,Mwangi,0701 108 679,mercy.mwangi86@gmail.com,41.0,Karen,Nairobi,Nairobi Metro,2022-07-05,New,Yes
C00378,Paul,Maina,254745964572,paul.maina87@outlook.com,18.0,Nyeri,Nyeri,Central,2023-12-17,Regular,No
C00379,Moraa,Cherono,0701214777 ,moraa.cherono88@gmail.com,60.0,Kilifi,Kilifi,Coast,2023-09-24,Regular,No
C00380,Samuel,Nyambura,0759796168,samuel.nyambura89@gmail.com,40.0,Karen,Nairobi,Nairobi Metro,2023-05-02,Loyal,No
C00381,Nafula,Wekesa,+254759384213,nafula.wekesa90@outlook.com,22.0,Ol Kalou,Nyandarua,Central,2023-01-21,VIP,NO
C00382,Cherono,Auma,0710 733 321,,25.0,Thika,Kiambu,Nairobi Metro,2022-05-17,Loyal,YES
C00383,Peter,Kiptoo,254722581238,peter.kiptoo92@gmail.com,18.0,Thika,Kiambu,Nairobi Metro,2023-10-21,Regular,Yes
C00384,Collins,Wekesa,0710794951 ,collins.wekesa93@outlook.com,49.0,Machakos,Machakos,Eastern,2024-05-29,New,Yes
C00385,Michael,Maina,0768256508,michael.maina94@gmail.com,52.0,Machakos,Machakos,Eastern,2024-01-16,New,Yes
C00386,Joseph,Kariuki,+254768796683,joseph.kariuki95@gmail.com,22.0,Karen,Nairobi,Nairobi Metro,2022-05-16,New,No
C00387,Michael,Wekesa,0733 110 385,michael.wekesa96@outlook.com,38.0,Murang'a,Murang'a,Central,2022-03-06,Regular,No
C00388,Zainab,Sang,254733252728,zainab.sang0@gmail.com,25.0,Embu,Embu,Eastern,2025-05-23,Loyal,YES
C00389,Muthoni,Wafula,0768737000 ,muthoni.wafula1@gmail.com,33.0,Ol Kalou,Nyandarua,Central,2023-09-18,VIP,Yes
C00390,Brian,Onyango,0745910497,brian.onyango2@outlook.com,34.0,Nakuru,Nakuru,Rift Valley,2023-05-28,VIP,Yes
C00391,Wambui,Nyambura,+254745910204,wambui.nyambura3@gmail.com,18.0,Machakos,Machakos,Eastern,2023-12-08,Regular,Yes
C00392,Collins,Abdullahi,0759 367 173,collins.abdullahi4@gmail.com,33.0,Eldoret,Uasin Gishu,Rift Valley,2023-06-17,New,No
C00393,Wanjiku,Njoroge,254745205426,wanjiku.njoroge5@outlook.com,25.0,Ukunda,Kwale,Coast,2022-01-11,Loyal,yes
C00394,Njeri,Nyambura,0759298794 ,njeri.nyambura6@gmail.com,20.0,Nakuru,Nakuru,Rift Valley,2022-03-30,Regular,No
C00395,Mercy,Njoroge,0110327329,mercy.njoroge7@gmail.com,61.0,Bungoma,Bungoma,Western,2023-10-02,VIP,No
C00396,Daniel,Kariuki,+254790347307,daniel.kariuki8@outlook.com,29.0,Bungoma,Bungoma,Western,2023-07-25,VIP,No
C00397,Michael,Mwangi,0700 153 469,michael.mwangi9@gmail.com,18.0,Nakuru,Nakuru,Rift Valley,2023-01-11,VIP,Yes
